date,hour,n
2014.02.08,N4,37
2014.02.08,N5,54
2014.02.08,PB,29
2014.02.05,N1,8
2014.02.05,N2,17
2014.02.05,N3,32
2014.02.05,N4,57
2014.02.05,N5,59
2014.02.05,PB,24
2014.02.01,N1,5
2014.02.01,N2,12
2014.02.01,N3,15
2014.02.01,N4,27
2014.02.01,N5,38
2014.02.01,PB,7
2014.01.29,N1,11
2014.01.29,N2,23
2014.01.29,N3,28
2014.01.29,N4,32
2014.01.29,N5,47
2014.01.29,PB,20
2014.01.25,N1,8
2014.01.25,N2,12
2014.01.25,N3,18
2014.01.25,N4,55
2014.01.25,N5,57
2014.01.25,PB,2
2014.01.22,N1,1
2014.01.22,N2,2
2014.01.22,N3,7
2014.01.22,N4,9
2014.01.22,N5,55
2014.01.22,PB,29
2014.01.18,N1,13
2014.01.18,N2,14
2014.01.18,N3,19
2014.01.18,N4,31
2014.01.18,N5,38
2014.01.18,PB,25
2014.01.15,N1,7
2014.01.15,N2,8
2014.01.15,N3,9
2014.01.15,N4,24
2014.01.15,N5,29
2014.01.15,PB,25
2014.01.11,N1,10
2014.01.11,N2,15
2014.01.11,N3,33
2014.01.11,N4,48
2014.01.11,N5,54
2014.01.11,PB,34
2014.01.08,N1,10
2014.01.08,N2,28
2014.01.08,N3,39
2014.01.08,N4,47
2014.01.08,N5,58
2014.01.08,PB,22
2014.01.04,N1,19
2014.01.04,N2,20
2014.01.04,N3,37
2014.01.04,N4,41
2014.01.04,N5,58
2014.01.04,PB,14
2014.01.01,N1,15
2014.01.01,N2,24
2014.01.01,N3,40
2014.01.01,N4,48
2014.01.01,N5,52
2014.01.01,PB,23
2013.12.28,N1,8
2013.12.28,N2,35
2013.12.28,N3,44
2013.12.28,N4,51
2013.12.28,N5,56
2013.12.28,PB,18
2013.12.25,N1,23
2013.12.25,N2,28
2013.12.25,N3,38
2013.12.25,N4,39
2013.12.25,N5,56
2013.12.25,PB,32
2013.12.21,N1,25
2013.12.21,N2,36
2013.12.21,N3,40
2013.12.21,N4,45
2013.12.21,N5,51
2013.12.21,PB,8
2013.12.18,N1,7
2013.12.18,N2,24
2013.12.18,N3,37
2013.12.18,N4,39
2013.12.18,N5,40
2013.12.18,PB,1
2013.12.14,N1,14
2013.12.14,N2,25
2013.12.14,N3,32
2013.12.14,N4,33
2013.12.14,N5,41
2013.12.14,PB,34
2013.12.11,N1,1
2013.12.11,N2,10
2013.12.11,N3,13
2013.12.11,N4,18
2013.12.11,N5,19
2013.12.11,PB,27
2013.12.07,N1,13
2013.12.07,N2,20
2013.12.07,N3,32
2013.12.07,N4,45
2013.12.07,N5,48
2013.12.07,PB,17
2013.12.04,N1,6
2013.12.04,N2,9
2013.12.04,N3,11
2013.12.04,N4,31
2013.12.04,N5,44
2013.12.04,PB,25
2013.11.30,N1,5
2013.11.30,N2,26
2013.11.30,N3,44
2013.11.30,N4,45
2013.11.30,N5,57
2013.11.30,PB,29
2013.11.27,N1,18
2013.11.27,N2,25
2013.11.27,N3,50
2013.11.27,N4,55
2013.11.27,N5,57
2013.11.27,PB,17
2013.11.23,N1,5
2013.11.23,N2,12
2013.11.23,N3,43
2013.11.23,N4,52
2013.11.23,N5,55
2013.11.23,PB,10
2013.11.20,N1,4
2013.11.20,N2,18
2013.11.20,N3,23
2013.11.20,N4,32
2013.11.20,N5,45
2013.11.20,PB,7
2013.11.16,N1,10
2013.11.16,N2,29
2013.11.16,N3,37
2013.11.16,N4,44
2013.11.16,N5,59
2013.11.16,PB,10
2013.11.13,N1,5
2013.11.13,N2,31
2013.11.13,N3,50
2013.11.13,N4,55
2013.11.13,N5,56
2013.11.13,PB,9
2013.11.09,N1,3
2013.11.09,N2,9
2013.11.09,N3,37
2013.11.09,N4,49
2013.11.09,N5,56
2013.11.09,PB,32
2013.11.06,N1,1
2013.11.06,N2,5
2013.11.06,N3,10
2013.11.06,N4,15
2013.11.06,N5,49
2013.11.06,PB,22
2013.11.02,N1,13
2013.11.02,N2,23
2013.11.02,N3,24
2013.11.02,N4,27
2013.11.02,N5,40
2013.11.02,PB,17
2013.10.30,N1,2
2013.10.30,N2,36
2013.10.30,N3,40
2013.10.30,N4,49
2013.10.30,N5,54
2013.10.30,PB,10
2013.10.26,N1,4
2013.10.26,N2,6
2013.10.26,N3,34
2013.10.26,N4,49
2013.10.26,N5,56
2013.10.26,PB,29
2013.10.23,N1,3
2013.10.23,N2,23
2013.10.23,N3,31
2013.10.23,N4,34
2013.10.23,N5,47
2013.10.23,PB,13
2013.10.19,N1,9
2013.10.19,N2,33
2013.10.19,N3,54
2013.10.19,N4,56
2013.10.19,N5,57
2013.10.19,PB,5
2013.10.16,N1,3
2013.10.16,N2,26
2013.10.16,N3,28
2013.10.16,N4,34
2013.10.16,N5,42
2013.10.16,PB,28
2013.10.12,N1,8
2013.10.12,N2,10
2013.10.12,N3,26
2013.10.12,N4,57
2013.10.12,N5,58
2013.10.12,PB,4
2013.10.09,N1,3
2013.10.09,N2,9
2013.10.09,N3,19
2013.10.09,N4,33
2013.10.09,N5,38
2013.10.09,PB,18
2013.10.05,N1,11
2013.10.05,N2,12
2013.10.05,N3,17
2013.10.05,N4,39
2013.10.05,N5,40
2013.10.05,PB,5
2013.10.02,N1,4
2013.10.02,N2,6
2013.10.02,N3,25
2013.10.02,N4,42
2013.10.02,N5,51
2013.10.02,PB,17
2013.09.28,N1,14
2013.09.28,N2,47
2013.09.28,N3,52
2013.09.28,N4,53
2013.09.28,N5,54
2013.09.28,PB,5
2013.09.25,N1,2
2013.09.25,N2,7
2013.09.25,N3,17
2013.09.25,N4,49
2013.09.25,N5,53
2013.09.25,PB,23
2013.09.21,N1,12
2013.09.21,N2,17
2013.09.21,N3,45
2013.09.21,N4,54
2013.09.21,N5,58
2013.09.21,PB,13
2013.09.18,N1,7
2013.09.18,N2,10
2013.09.18,N3,22
2013.09.18,N4,32
2013.09.18,N5,35
2013.09.18,PB,19
2013.09.14,N1,1
2013.09.14,N2,17
2013.09.14,N3,25
2013.09.14,N4,37
2013.09.14,N5,44
2013.09.14,PB,20
2013.09.11,N1,11
2013.09.11,N2,19
2013.09.11,N3,33
2013.09.11,N4,42
2013.09.11,N5,52
2013.09.11,PB,33
2013.09.07,N1,2
2013.09.07,N2,19
2013.09.07,N3,22
2013.09.07,N4,26
2013.09.07,N5,45
2013.09.07,PB,24
2013.09.04,N1,2
2013.09.04,N2,9
2013.09.04,N3,26
2013.09.04,N4,45
2013.09.04,N5,47
2013.09.04,PB,11
2013.08.31,N1,2
2013.08.31,N2,7
2013.08.31,N3,25
2013.08.31,N4,40
2013.08.31,N5,56
2013.08.31,PB,20
2013.08.28,N1,6
2013.08.28,N2,7
2013.08.28,N3,9
2013.08.28,N4,19
2013.08.28,N5,32
2013.08.28,PB,13
2013.08.24,N1,12
2013.08.24,N2,17
2013.08.24,N3,25
2013.08.24,N4,45
2013.08.24,N5,59
2013.08.24,PB,19
2013.08.21,N1,30
2013.08.21,N2,40
2013.08.21,N3,42
2013.08.21,N4,46
2013.08.21,N5,48
2013.08.21,PB,23
2013.08.17,N1,18
2013.08.17,N2,21
2013.08.17,N3,46
2013.08.17,N4,54
2013.08.17,N5,56
2013.08.17,PB,23
2013.08.14,N1,4
2013.08.14,N2,11
2013.08.14,N3,17
2013.08.14,N4,43
2013.08.14,N5,51
2013.08.14,PB,20
2013.08.10,N1,4
2013.08.10,N2,12
2013.08.10,N3,14
2013.08.10,N4,37
2013.08.10,N5,58
2013.08.10,PB,13
2013.08.07,N1,5
2013.08.07,N2,25
2013.08.07,N3,30
2013.08.07,N4,58
2013.08.07,N5,59
2013.08.07,PB,32
2013.08.03,N1,21
2013.08.03,N2,24
2013.08.03,N3,36
2013.08.03,N4,42
2013.08.03,N5,45
2013.08.03,PB,15
2013.07.31,N1,8
2013.07.31,N2,24
2013.07.31,N3,39
2013.07.31,N4,49
2013.07.31,N5,59
2013.07.31,PB,5
2013.07.27,N1,9
2013.07.27,N2,23
2013.07.27,N3,40
2013.07.27,N4,53
2013.07.27,N5,58
2013.07.27,PB,6
2013.07.24,N1,9
2013.07.24,N2,29
2013.07.24,N3,40
2013.07.24,N4,44
2013.07.24,N5,54
2013.07.24,PB,7
2013.07.20,N1,14
2013.07.20,N2,25
2013.07.20,N3,27
2013.07.20,N4,38
2013.07.20,N5,58
2013.07.20,PB,6
2013.07.17,N1,1
2013.07.17,N2,22
2013.07.17,N3,34
2013.07.17,N4,38
2013.07.17,N5,42
2013.07.17,PB,17
2013.07.13,N1,2
2013.07.13,N2,8
2013.07.13,N3,22
2013.07.13,N4,35
2013.07.13,N5,37
2013.07.13,PB,6
2013.07.10,N1,30
2013.07.10,N2,31
2013.07.10,N3,45
2013.07.10,N4,55
2013.07.10,N5,59
2013.07.10,PB,27
2013.07.06,N1,2
2013.07.06,N2,13
2013.07.06,N3,35
2013.07.06,N4,36
2013.07.06,N5,52
2013.07.06,PB,11
2013.07.03,N1,3
2013.07.03,N2,6
2013.07.03,N3,29
2013.07.03,N4,40
2013.07.03,N5,51
2013.07.03,PB,4
2013.06.29,N1,8
2013.06.29,N2,28
2013.06.29,N3,30
2013.06.29,N4,53
2013.06.29,N5,56
2013.06.29,PB,16
2013.06.26,N1,1
2013.06.26,N2,18
2013.06.26,N3,33
2013.06.26,N4,39
2013.06.26,N5,46
2013.06.26,PB,33
2013.06.22,N1,13
2013.06.22,N2,19
2013.06.22,N3,23
2013.06.22,N4,33
2013.06.22,N5,57
2013.06.22,PB,28
2013.06.19,N1,7
2013.06.19,N2,46
2013.06.19,N3,47
2013.06.19,N4,52
2013.06.19,N5,57
2013.06.19,PB,17
2013.06.15,N1,28
2013.06.15,N2,36
2013.06.15,N3,40
2013.06.15,N4,48
2013.06.15,N5,55
2013.06.15,PB,1
2013.06.12,N1,16
2013.06.12,N2,22
2013.06.12,N3,23
2013.06.12,N4,42
2013.06.12,N5,55
2013.06.12,PB,32
2013.06.08,N1,2
2013.06.08,N2,11
2013.06.08,N3,22
2013.06.08,N4,26
2013.06.08,N5,32
2013.06.08,PB,19
2013.06.05,N1,4
2013.06.05,N2,26
2013.06.05,N3,33
2013.06.05,N4,36
2013.06.05,N5,55
2013.06.05,PB,32
2013.06.01,N1,22
2013.06.01,N2,28
2013.06.01,N3,33
2013.06.01,N4,53
2013.06.01,N5,59
2013.06.01,PB,14
2013.05.29,N1,9
2013.05.29,N2,14
2013.05.29,N3,17
2013.05.29,N4,49
2013.05.29,N5,57
2013.05.29,PB,2
2013.05.25,N1,2
2013.05.25,N2,6
2013.05.25,N3,19
2013.05.25,N4,21
2013.05.25,N5,27
2013.05.25,PB,25
2013.05.22,N1,9
2013.05.22,N2,31
2013.05.22,N3,35
2013.05.22,N4,41
2013.05.22,N5,57
2013.05.22,PB,26
2013.05.18,N1,10
2013.05.18,N2,13
2013.05.18,N3,14
2013.05.18,N4,22
2013.05.18,N5,52
2013.05.18,PB,11
2013.05.15,N1,2
2013.05.15,N2,11
2013.05.15,N3,26
2013.05.15,N4,34
2013.05.15,N5,41
2013.05.15,PB,32
2013.05.11,N1,6
2013.05.11,N2,13
2013.05.11,N3,19
2013.05.11,N4,23
2013.05.11,N5,43
2013.05.11,PB,16
2013.05.08,N1,21
2013.05.08,N2,22
2013.05.08,N3,26
2013.05.08,N4,30
2013.05.08,N5,57
2013.05.08,PB,27
2013.05.04,N1,7
2013.05.04,N2,12
2013.05.04,N3,26
2013.05.04,N4,36
2013.05.04,N5,40
2013.05.04,PB,17
2013.05.01,N1,22
2013.05.01,N2,26
2013.05.01,N3,31
2013.05.01,N4,54
2013.05.01,N5,55
2013.05.01,PB,18
2013.04.27,N1,3
2013.04.27,N2,23
2013.04.27,N3,48
2013.04.27,N4,54
2013.04.27,N5,55
2013.04.27,PB,5
2013.04.24,N1,9
2013.04.24,N2,19
2013.04.24,N3,31
2013.04.24,N4,56
2013.04.24,N5,59
2013.04.24,PB,2
2013.04.20,N1,6
2013.04.20,N2,8
2013.04.20,N3,30
2013.04.20,N4,39
2013.04.20,N5,48
2013.04.20,PB,20
2013.04.17,N1,13
2013.04.17,N2,18
2013.04.17,N3,36
2013.04.17,N4,48
2013.04.17,N5,58
2013.04.17,PB,28
2013.04.13,N1,10
2013.04.13,N2,12
2013.04.13,N3,31
2013.04.13,N4,56
2013.04.13,N5,57
2013.04.13,PB,33
2013.04.10,N1,1
2013.04.10,N2,36
2013.04.10,N3,40
2013.04.10,N4,52
2013.04.10,N5,53
2013.04.10,PB,20
2013.04.06,N1,4
2013.04.06,N2,7
2013.04.06,N3,8
2013.04.06,N4,29
2013.04.06,N5,39
2013.04.06,PB,24
2013.04.03,N1,1
2013.04.03,N2,6
2013.04.03,N3,8
2013.04.03,N4,12
2013.04.03,N5,35
2013.04.03,PB,3
2013.03.30,N1,11
2013.03.30,N2,23
2013.03.30,N3,26
2013.03.30,N4,46
2013.03.30,N5,55
2013.03.30,PB,27
2013.03.27,N1,7
2013.03.27,N2,37
2013.03.27,N3,43
2013.03.27,N4,48
2013.03.27,N5,52
2013.03.27,PB,16
2013.03.23,N1,17
2013.03.23,N2,29
2013.03.23,N3,31
2013.03.23,N4,52
2013.03.23,N5,53
2013.03.23,PB,31
2013.03.20,N1,13
2013.03.20,N2,14
2013.03.20,N3,17
2013.03.20,N4,43
2013.03.20,N5,54
2013.03.20,PB,15
2013.03.16,N1,3
2013.03.16,N2,7
2013.03.16,N3,21
2013.03.16,N4,44
2013.03.16,N5,53
2013.03.16,PB,16
2013.03.13,N1,5
2013.03.13,N2,9
2013.03.13,N3,28
2013.03.13,N4,32
2013.03.13,N5,38
2013.03.13,PB,29
2013.03.09,N1,10
2013.03.09,N2,37
2013.03.09,N3,40
2013.03.09,N4,46
2013.03.09,N5,52
2013.03.09,PB,12
2013.03.06,N1,6
2013.03.06,N2,10
2013.03.06,N3,23
2013.03.06,N4,41
2013.03.06,N5,45
2013.03.06,PB,1
2013.03.02,N1,3
2013.03.02,N2,8
2013.03.02,N3,13
2013.03.02,N4,41
2013.03.02,N5,56
2013.03.02,PB,16
2013.02.27,N1,3
2013.02.27,N2,14
2013.02.27,N3,20
2013.02.27,N4,34
2013.02.27,N5,48
2013.02.27,PB,21
2013.02.23,N1,2
2013.02.23,N2,5
2013.02.23,N3,31
2013.02.23,N4,39
2013.02.23,N5,41
2013.02.23,PB,29
2013.02.20,N1,3
2013.02.20,N2,17
2013.02.20,N3,19
2013.02.20,N4,25
2013.02.20,N5,32
2013.02.20,PB,17
2013.02.16,N1,15
2013.02.16,N2,16
2013.02.16,N3,46
2013.02.16,N4,50
2013.02.16,N5,58
2013.02.16,PB,29
2013.02.13,N1,12
2013.02.13,N2,23
2013.02.13,N3,25
2013.02.13,N4,27
2013.02.13,N5,43
2013.02.13,PB,29
2013.02.09,N1,5
2013.02.09,N2,6
2013.02.09,N3,16
2013.02.09,N4,36
2013.02.09,N5,58
2013.02.09,PB,3
2013.02.06,N1,5
2013.02.06,N2,27
2013.02.06,N3,36
2013.02.06,N4,38
2013.02.06,N5,41
2013.02.06,PB,12
2013.02.02,N1,11
2013.02.02,N2,16
2013.02.02,N3,33
2013.02.02,N4,40
2013.02.02,N5,41
2013.02.02,PB,34
2013.01.30,N1,14
2013.01.30,N2,16
2013.01.30,N3,32
2013.01.30,N4,47
2013.01.30,N5,52
2013.01.30,PB,16
2013.01.26,N1,3
2013.01.26,N2,22
2013.01.26,N3,26
2013.01.26,N4,41
2013.01.26,N5,49
2013.01.26,PB,18
2013.01.23,N1,11
2013.01.23,N2,12
2013.01.23,N3,24
2013.01.23,N4,43
2013.01.23,N5,45
2013.01.23,PB,9
2013.01.19,N1,8
2013.01.19,N2,28
2013.01.19,N3,29
2013.01.19,N4,34
2013.01.19,N5,38
2013.01.19,PB,35
2013.01.16,N1,9
2013.01.16,N2,21
2013.01.16,N3,28
2013.01.16,N4,32
2013.01.16,N5,51
2013.01.16,PB,35
2013.01.12,N1,10
2013.01.12,N2,14
2013.01.12,N3,21
2013.01.12,N4,23
2013.01.12,N5,47
2013.01.12,PB,7
2013.01.09,N1,11
2013.01.09,N2,13
2013.01.09,N3,20
2013.01.09,N4,27
2013.01.09,N5,59
2013.01.09,PB,26
2013.01.05,N1,26
2013.01.05,N2,30
2013.01.05,N3,49
2013.01.05,N4,51
2013.01.05,N5,54
2013.01.05,PB,25
2013.01.02,N1,18
2013.01.02,N2,20
2013.01.02,N3,28
2013.01.02,N4,35
2013.01.02,N5,53
2013.01.02,PB,20
2012.12.29,N1,36
2012.12.29,N2,46
2012.12.29,N3,50
2012.12.29,N4,52
2012.12.29,N5,55
2012.12.29,PB,14
2012.12.26,N1,11
2012.12.26,N2,13
2012.12.26,N3,23
2012.12.26,N4,43
2012.12.26,N5,54
2012.12.26,PB,4
2012.12.22,N1,1
2012.12.22,N2,18
2012.12.22,N3,35
2012.12.22,N4,39
2012.12.22,N5,44
2012.12.22,PB,11
2012.12.19,N1,5
2012.12.19,N2,8
2012.12.19,N3,20
2012.12.19,N4,23
2012.12.19,N5,30
2012.12.19,PB,3
2012.12.15,N1,15
2012.12.15,N2,23
2012.12.15,N3,40
2012.12.15,N4,44
2012.12.15,N5,55
2012.12.15,PB,14
2012.12.12,N1,8
2012.12.12,N2,10
2012.12.12,N3,25
2012.12.12,N4,36
2012.12.12,N5,44
2012.12.12,PB,28
2012.12.08,N1,7
2012.12.08,N2,23
2012.12.08,N3,26
2012.12.08,N4,40
2012.12.08,N5,53
2012.12.08,PB,21
2012.12.05,N1,13
2012.12.05,N2,17
2012.12.05,N3,19
2012.12.05,N4,27
2012.12.05,N5,38
2012.12.05,PB,12
2012.12.01,N1,3
2012.12.01,N2,10
2012.12.01,N3,19
2012.12.01,N4,36
2012.12.01,N5,46
2012.12.01,PB,3
2012.11.28,N1,5
2012.11.28,N2,16
2012.11.28,N3,22
2012.11.28,N4,23
2012.11.28,N5,29
2012.11.28,PB,6
2012.11.24,N1,22
2012.11.24,N2,32
2012.11.24,N3,37
2012.11.24,N4,44
2012.11.24,N5,50
2012.11.24,PB,34
2012.11.21,N1,8
2012.11.21,N2,18
2012.11.21,N3,24
2012.11.21,N4,30
2012.11.21,N5,39
2012.11.21,PB,26
2012.11.17,N1,3
2012.11.17,N2,15
2012.11.17,N3,27
2012.11.17,N4,58
2012.11.17,N5,59
2012.11.17,PB,20
2012.11.14,N1,8
2012.11.14,N2,10
2012.11.14,N3,30
2012.11.14,N4,44
2012.11.14,N5,58
2012.11.14,PB,13
2012.11.10,N1,32
2012.11.10,N2,42
2012.11.10,N3,50
2012.11.10,N4,54
2012.11.10,N5,55
2012.11.10,PB,32
2012.11.07,N1,32
2012.11.07,N2,34
2012.11.07,N3,45
2012.11.07,N4,52
2012.11.07,N5,58
2012.11.07,PB,20
2012.11.03,N1,4
2012.11.03,N2,7
2012.11.03,N3,9
2012.11.03,N4,30
2012.11.03,N5,54
2012.11.03,PB,25
2012.10.31,N1,1
2012.10.31,N2,27
2012.10.31,N3,31
2012.10.31,N4,45
2012.10.31,N5,48
2012.10.31,PB,5
2012.10.27,N1,22
2012.10.27,N2,32
2012.10.27,N3,34
2012.10.27,N4,36
2012.10.27,N5,56
2012.10.27,PB,33
2012.10.24,N1,3
2012.10.24,N2,18
2012.10.24,N3,21
2012.10.24,N4,23
2012.10.24,N5,50
2012.10.24,PB,4
2012.10.20,N1,4
2012.10.20,N2,21
2012.10.20,N3,28
2012.10.20,N4,31
2012.10.20,N5,44
2012.10.20,PB,10
2012.10.17,N1,1
2012.10.17,N2,7
2012.10.17,N3,10
2012.10.17,N4,23
2012.10.17,N5,42
2012.10.17,PB,35
2012.10.13,N1,2
2012.10.13,N2,5
2012.10.13,N3,25
2012.10.13,N4,26
2012.10.13,N5,49
2012.10.13,PB,18
2012.10.10,N1,18
2012.10.10,N2,26
2012.10.10,N3,29
2012.10.10,N4,35
2012.10.10,N5,43
2012.10.10,PB,28
2012.10.06,N1,15
2012.10.06,N2,26
2012.10.06,N3,34
2012.10.06,N4,36
2012.10.06,N5,59
2012.10.06,PB,35
2012.10.03,N1,17
2012.10.03,N2,23
2012.10.03,N3,36
2012.10.03,N4,55
2012.10.03,N5,59
2012.10.03,PB,10
2012.09.29,N1,14
2012.09.29,N2,18
2012.09.29,N3,28
2012.09.29,N4,29
2012.09.29,N5,57
2012.09.29,PB,8
2012.09.26,N1,13
2012.09.26,N2,26
2012.09.26,N3,39
2012.09.26,N4,41
2012.09.26,N5,42
2012.09.26,PB,10
2012.09.22,N1,2
2012.09.22,N2,16
2012.09.22,N3,18
2012.09.22,N4,40
2012.09.22,N5,42
2012.09.22,PB,33
2012.09.19,N1,1
2012.09.19,N2,5
2012.09.19,N3,8
2012.09.19,N4,39
2012.09.19,N5,50
2012.09.19,PB,23
2012.09.15,N1,3
2012.09.15,N2,20
2012.09.15,N3,26
2012.09.15,N4,43
2012.09.15,N5,48
2012.09.15,PB,1
2012.09.12,N1,24
2012.09.12,N2,33
2012.09.12,N3,36
2012.09.12,N4,48
2012.09.12,N5,56
2012.09.12,PB,6
2012.09.08,N1,6
2012.09.08,N2,20
2012.09.08,N3,34
2012.09.08,N4,44
2012.09.08,N5,48
2012.09.08,PB,29
2012.09.05,N1,4
2012.09.05,N2,19
2012.09.05,N3,26
2012.09.05,N4,42
2012.09.05,N5,51
2012.09.05,PB,29
2012.09.01,N1,8
2012.09.01,N2,11
2012.09.01,N3,21
2012.09.01,N4,44
2012.09.01,N5,49
2012.09.01,PB,22
2012.08.29,N1,25
2012.08.29,N2,28
2012.08.29,N3,49
2012.08.29,N4,54
2012.08.29,N5,56
2012.08.29,PB,28
2012.08.25,N1,1
2012.08.25,N2,6
2012.08.25,N3,7
2012.08.25,N4,20
2012.08.25,N5,49
2012.08.25,PB,23
2012.08.22,N1,22
2012.08.22,N2,29
2012.08.22,N3,31
2012.08.22,N4,47
2012.08.22,N5,55
2012.08.22,PB,19
2012.08.18,N1,14
2012.08.18,N2,26
2012.08.18,N3,41
2012.08.18,N4,55
2012.08.18,N5,59
2012.08.18,PB,1
2012.08.15,N1,6
2012.08.15,N2,27
2012.08.15,N3,46
2012.08.15,N4,51
2012.08.15,N5,56
2012.08.15,PB,21
2012.08.11,N1,4
2012.08.11,N2,13
2012.08.11,N3,39
2012.08.11,N4,46
2012.08.11,N5,51
2012.08.11,PB,1
2012.08.08,N1,3
2012.08.08,N2,7
2012.08.08,N3,11
2012.08.08,N4,15
2012.08.08,N5,28
2012.08.08,PB,12
2012.08.04,N1,19
2012.08.04,N2,30
2012.08.04,N3,48
2012.08.04,N4,53
2012.08.04,N5,55
2012.08.04,PB,18
2012.08.01,N1,3
2012.08.01,N2,16
2012.08.01,N3,48
2012.08.01,N4,56
2012.08.01,N5,58
2012.08.01,PB,4
2012.07.28,N1,5
2012.07.28,N2,6
2012.07.28,N3,13
2012.07.28,N4,36
2012.07.28,N5,50
2012.07.28,PB,13
2012.07.25,N1,3
2012.07.25,N2,14
2012.07.25,N3,35
2012.07.25,N4,38
2012.07.25,N5,46
2012.07.25,PB,16
2012.07.21,N1,9
2012.07.21,N2,31
2012.07.21,N3,38
2012.07.21,N4,54
2012.07.21,N5,56
2012.07.21,PB,20
2012.07.18,N1,2
2012.07.18,N2,5
2012.07.18,N3,20
2012.07.18,N4,23
2012.07.18,N5,57
2012.07.18,PB,3
2012.07.14,N1,4
2012.07.14,N2,16
2012.07.14,N3,32
2012.07.14,N4,37
2012.07.14,N5,46
2012.07.14,PB,13
2012.07.11,N1,5
2012.07.11,N2,22
2012.07.11,N3,36
2012.07.11,N4,49
2012.07.11,N5,55
2012.07.11,PB,23
2012.07.07,N1,3
2012.07.07,N2,5
2012.07.07,N3,29
2012.07.07,N4,39
2012.07.07,N5,59
2012.07.07,PB,29
2012.07.04,N1,14
2012.07.04,N2,19
2012.07.04,N3,35
2012.07.04,N4,39
2012.07.04,N5,56
2012.07.04,PB,33
2012.06.30,N1,7
2012.06.30,N2,15
2012.06.30,N3,20
2012.06.30,N4,41
2012.06.30,N5,44
2012.06.30,PB,22
2012.06.27,N1,6
2012.06.27,N2,34
2012.06.27,N3,40
2012.06.27,N4,46
2012.06.27,N5,58
2012.06.27,PB,6
2012.06.23,N1,1
2012.06.23,N2,3
2012.06.23,N3,41
2012.06.23,N4,44
2012.06.23,N5,53
2012.06.23,PB,30
2012.06.20,N1,11
2012.06.20,N2,17
2012.06.20,N3,29
2012.06.20,N4,56
2012.06.20,N5,57
2012.06.20,PB,14
2012.06.16,N1,8
2012.06.16,N2,14
2012.06.16,N3,15
2012.06.16,N4,16
2012.06.16,N5,27
2012.06.16,PB,26
2012.06.13,N1,7
2012.06.13,N2,10
2012.06.13,N3,14
2012.06.13,N4,33
2012.06.13,N5,57
2012.06.13,PB,18
2012.06.09,N1,18
2012.06.09,N2,22
2012.06.09,N3,45
2012.06.09,N4,56
2012.06.09,N5,57
2012.06.09,PB,27
2012.06.06,N1,19
2012.06.06,N2,30
2012.06.06,N3,33
2012.06.06,N4,48
2012.06.06,N5,59
2012.06.06,PB,27
2012.06.02,N1,9
2012.06.02,N2,10
2012.06.02,N3,17
2012.06.02,N4,29
2012.06.02,N5,45
2012.06.02,PB,33
2012.05.30,N1,9
2012.05.30,N2,10
2012.05.30,N3,24
2012.05.30,N4,52
2012.05.30,N5,56
2012.05.30,PB,14
2012.05.26,N1,13
2012.05.26,N2,14
2012.05.26,N3,41
2012.05.26,N4,49
2012.05.26,N5,59
2012.05.26,PB,14
2012.05.23,N1,4
2012.05.23,N2,7
2012.05.23,N3,26
2012.05.23,N4,53
2012.05.23,N5,59
2012.05.23,PB,32
2012.05.19,N1,8
2012.05.19,N2,13
2012.05.19,N3,35
2012.05.19,N4,46
2012.05.19,N5,51
2012.05.19,PB,30
2012.05.16,N1,3
2012.05.16,N2,7
2012.05.16,N3,21
2012.05.16,N4,28
2012.05.16,N5,43
2012.05.16,PB,2
2012.05.12,N1,10
2012.05.12,N2,24
2012.05.12,N3,35
2012.05.12,N4,53
2012.05.12,N5,58
2012.05.12,PB,22
2012.05.09,N1,1
2012.05.09,N2,7
2012.05.09,N3,11
2012.05.09,N4,55
2012.05.09,N5,56
2012.05.09,PB,1
2012.05.05,N1,9
2012.05.05,N2,12
2012.05.05,N3,20
2012.05.05,N4,44
2012.05.05,N5,59
2012.05.05,PB,23
2012.05.02,N1,7
2012.05.02,N2,8
2012.05.02,N3,33
2012.05.02,N4,38
2012.05.02,N5,50
2012.05.02,PB,29
2012.04.28,N1,31
2012.04.28,N2,39
2012.04.28,N3,40
2012.04.28,N4,57
2012.04.28,N5,58
2012.04.28,PB,33
2012.04.25,N1,4
2012.04.25,N2,25
2012.04.25,N3,29
2012.04.25,N4,34
2012.04.25,N5,43
2012.04.25,PB,29
2012.04.21,N1,6
2012.04.21,N2,8
2012.04.21,N3,20
2012.04.21,N4,42
2012.04.21,N5,51
2012.04.21,PB,16
2012.04.18,N1,20
2012.04.18,N2,22
2012.04.18,N3,39
2012.04.18,N4,46
2012.04.18,N5,49
2012.04.18,PB,29
2012.04.14,N1,14
2012.04.14,N2,15
2012.04.14,N3,16
2012.04.14,N4,19
2012.04.14,N5,24
2012.04.14,PB,2
2012.04.11,N1,16
2012.04.11,N2,23
2012.04.11,N3,42
2012.04.11,N4,44
2012.04.11,N5,47
2012.04.11,PB,2
2012.04.07,N1,5
2012.04.07,N2,13
2012.04.07,N3,17
2012.04.07,N4,20
2012.04.07,N5,30
2012.04.07,PB,18
2012.04.04,N1,1
2012.04.04,N2,24
2012.04.04,N3,33
2012.04.04,N4,45
2012.04.04,N5,49
2012.04.04,PB,6
2012.03.31,N1,5
2012.03.31,N2,14
2012.03.31,N3,36
2012.03.31,N4,54
2012.03.31,N5,58
